Id,Name,Label,Description,LicenseId,IsCustom,IsOwnedByProfile,ProfileId,Profile.Name,NamespacePrefix,Type,HasActivationRequired,PermissionSetGroupId,CreatedDate,LastModifiedDate
0PS5b000001V0jhGAC,X00e5b00000132SNAAY,00e5b00000132SNAAY,,1005b000000hWDGAA2,true,true,00e5b00000132SNAAY,Salesforce API Only System Integrations,,Profile,false,,2023-03-17T05:33:48.000+0000,2026-08-12T10:06:52.000+0000
0PS5b000001QDXjGAO,X00e5b000001lrzGAAQ,00e5b000001lrzGAAQ,,100U00000000paUIAQ,true,true,00e5b000001lrzGAAQ,Block Imaging Portal Profile,,Profile,false,,2023-10-11T17:26:57.000+0000,2026-06-30T03:31:13.000+0000
0PS5b000001QDXoGAO,X00e5b000001lrzLAAQ,00e5b000001lrzLAAQ,,1000B0000009MXxQAM,true,true,00e5b000001lrzLAAQ,Block Imaging Portal,,Profile,false,,2023-10-11T18:15:36.000+0000,2026-08-12T10:06:52.000+0000
0PS5b000001QDdhGAG,X00e5b000001ls0JAAQ,00e5b000001ls0JAAQ,,1005b000001Q8ctAAC,false,true,00e5b000001ls0JAAQ,Analytics Cloud Integration User,,Profile,false,,2023-10-14T05:05:44.000+0000,2026-08-12T10:06:52.000+0000
0PS5b000001QDdiGAG,X00e5b000001ls0KAAQ,00e5b000001ls0KAAQ,,1005b000001Q8ctAAC,false,true,00e5b000001ls0KAAQ,Analytics Cloud Security User,,Profile,false,,2023-10-14T05:05:46.000+0000,2026-08-12T10:06:52.000+0000
0PSRo0000000uQPOAY,X00eRo000001v3mzIAA,00eRo000001v3mzIAA,,1005b000000hWDGAA2,false,true,00eRo000001v3mzIAA,Minimum Access - API Only Integrations,,Profile,false,,2024-02-10T06:05:08.000+0000,2026-08-12T10:06:52.000+0000
0PSRo0000003KDVOA2,X00eRo000006FoHDIA0,00eRo000006FoHDIA0,,100U0000000Hb0mIAC,true,true,00eRo000006FoHDIA0,Coordination - UK,,Profile,false,,2024-07-16T15:12:20.000+0000,2026-08-12T10:06:52.000+0000
0PSRo0000003QXROA2,X00eRo000006TgGXIA0,00eRo000006TgGXIA0,,100U00000000paUIAQ,true,true,00eRo000006TgGXIA0,Tampa General Customer Portal Profile,,Profile,false,,2024-07-23T16:25:37.000+0000,2026-06-30T03:31:13.000+0000
0PSRo0000003QijOAE,X00eRo000006Tx2uIAC,00eRo000006Tx2uIAC,,100U00000000paUIAQ,true,true,00eRo000006Tx2uIAC,Tampa General Portal Profile,,Profile,false,,2024-07-23T18:54:35.000+0000,2026-06-30T03:31:13.000+0000
0PSRo0000003QlxOAE,X00eRo000006U9dVIAS,00eRo000006U9dVIAS,,1000B0000009MXxQAM,true,true,00eRo000006U9dVIAS,Tampa General Community Portal,,Profile,false,,2024-07-23T19:04:48.000+0000,2026-08-12T10:06:52.000+0000
0PSRo0000004xEPOAY,X00eRo000009h8JjIAI,00eRo000009h8JjIAI,,100U0000000Hb0mIAC,true,true,00eRo000009h8JjIAI,Sourcing - UK,,Profile,false,,2024-11-07T10:08:38.000+0000,2026-08-12T10:06:52.000+0000
0PSRo00000052QzOAI,X00eRo000009x4SEIAY,00eRo000009x4SEIAY,,100U0000000Hb0mIAC,true,true,00eRo000009x4SEIAY,FSL US,,Profile,false,,2024-11-15T11:34:17.000+0000,2026-08-12T10:06:52.000+0000
0PSRo0000005rDNOAY,X00eRo00000CPZenIAH,00eRo00000CPZenIAH,,1004O000000JFthQAG,false,true,00eRo00000CPZenIAH,Anypoint Integration,,Profile,false,,2025-02-15T05:38:37.000+0000,2026-08-12T10:06:52.000+0000
0PSRo0000007CCXOA2,X00eRo00000EVrkjIAD,00eRo00000EVrkjIAD,,100U00000000paUIAQ,true,true,00eRo00000EVrkjIAD,Oncura Portal Profile,,Profile,false,,2025-05-04T03:36:46.000+0000,2026-06-30T03:31:13.000+0000
