Id,Name,Location__c,Sub_Location__c,Current_Location__c,Inventory_Count_Date__c,Stock_Checked__c,LastModifiedDate
a06Ro00000bz0nNIAQ,520712,"Tampa, FL","Tampa, FL",TPA | NC | 210 | E3,2026-08-05,,2026-08-07T14:05:02.000+0000
a06Ro00000c3n38IAA,521074,"Tampa, FL","Tampa, FL",TPA | FG | 120 | J5,2026-04-10,,2026-06-19T18:16:58.000+0000
a06Ro00000cENWjIAO,521497,"Tampa, FL","Tampa, FL",TPA | FG | 130 | J2,2026-04-21,,2026-06-19T18:17:09.000+0000
a06Ro00000cEhonIAC,521513,"Tampa, FL","Tampa, FL",FG | TPA | 120 | H2,2026-04-10,,2026-06-23T20:11:57.000+0000
a06Ro00000cNW9RIAW,522092,"Tampa, FL","Tampa, FL",TPA | NC | 205 | E1,2026-08-05,,2026-08-07T14:05:05.000+0000
a06Ro00000cPIn3IAG,522253,"Tampa, FL","Tampa, FL",TPA | FG | 105 | K3,2026-04-21,,2026-06-19T18:17:27.000+0000
a06Ro00000cVmNTIA0,522760,"Tampa, FL",,TPA | NC | 225 | D1,2026-08-05,,2026-08-07T14:05:18.000+0000
a06Ro00000cXnyXIAS,522868,"Tampa, FL","Tampa, FL",TPA | NC | 205 | E3,2026-08-05,,2026-08-07T14:05:09.000+0000
a06Ro00000cXo3NIAS,522869,"Tampa, FL","Tampa, FL",TPA | NC | 205 | E3,2026-08-05,,2026-08-07T14:05:09.000+0000
a06Ro00000cvYdNIAU,524396,"Tampa, FL","Tampa, FL",TPA | NC | 205 | E4,2026-08-05,,2026-08-07T14:05:09.000+0000
a06Ro00000d3vcnIAA,525097,"Tampa, FL","Tampa, FL",TPA | FG | 110 | A1,,,2026-06-19T18:18:35.000+0000
a06Ro00000dPutNIAS,526492,"Tampa, FL","Tampa, FL",TPA | FG | 115 | F1,2026-05-07,,2026-07-28T12:51:11.000+0000
a06Ro00000dTkNaIAK,526920,"Tampa, FL",,TPA | NC | 205 | E2,2026-08-05,,2026-08-07T14:05:09.000+0000
a06Ro00000dcACnIAM,527631,"Tampa, FL","Tampa, FL",TPA | FG | 120 | J2,2026-05-14,,2026-06-19T18:19:36.000+0000
a06Ro00000dcHpNIAU,527676,"Tampa, FL",Final Tested - Pending FG,,2026-05-14,,2026-07-09T22:13:15.000+0000
a06Ro00000dn4gkIAA,528212,"Tampa, FL","Tampa, FL",TPA | FG | 120 | H3,2026-05-14,,2026-06-19T18:19:51.000+0000
a06Ro00000dn6XGIAY,528213,"Tampa, FL","Tampa, FL",TPA | FG | 120 | H3,2026-05-14,,2026-06-19T18:19:51.000+0000
a06Ro00000dnRAIIA2,528261,"Tampa, FL",Final Tested - Pending FG,,,,2026-06-19T18:19:52.000+0000
a06Ro00000dsMEnIAM,528615,"Tampa, FL",Final Tested - Pending FG,,,,2026-08-03T19:31:12.000+0000
a06Ro00000dynAkIAI,529013,"Tampa, FL",WIP01/SYSTEMS,,2026-08-14,,2026-08-14T15:16:45.000+0000
a06Ro00000dynHAIAY,528989,"Tampa, FL",Check-In,,,,2026-06-19T18:20:10.000+0000
a06Ro00000dz7NtIAI,529022,"Tampa, FL",Check-In,,,,2026-06-19T18:20:10.000+0000
a06Ro00000e4EtNIAU,529496,"Tampa, FL","Tampa, FL",TPA | FG | 110 | C1,,,2026-06-19T18:20:23.000+0000
a06Ro00000eQsnJIAS,530869,"Tampa, FL",Final Tested - Pending FG,FG | TPA | 125 | B2,2026-06-19,,2026-06-19T18:20:57.000+0000
a06Ro00000efNHmIAM,531761,"Tampa, FL",Final Tested - Pending FG,FG | TPA | 135 | K1,2026-06-19,,2026-06-19T18:21:20.000+0000
a06Ro00000ene26IAA,532266,"Tampa, FL",,TPA | NC | 215 | D2,2026-08-05,,2026-08-07T14:05:12.000+0000
a06Ro00000f7nNmIAI,533780,"Tampa, FL","Tampa, FL",FG | TPA | 130 | G5,,,2026-08-12T12:45:46.000+0000
a06Ro00000f9L0nIAE,533868,"Tampa, FL","Tampa, FL",FG | TPA | 130 | J4,,,2026-06-23T20:02:46.000+0000
a06Ro00000fB54nIAC,533915,"Tampa, FL","Tampa, FL",FG | TPA | 120 | H1,,,2026-07-17T17:38:08.000+0000
a06Ro00000fNUc5IAG,534669,"Tampa, FL",SHIPPING,FG | TPA | 115 | C2,2026-06-19,,2026-07-06T15:57:24.000+0000
a06Ro00000fNlTFIA0,534703,"Tampa, FL",,FG | TPA | 120 | E2,2026-06-19,,2026-06-19T18:22:33.000+0000
a06Ro00000fOmNFIA0,534760,"Tampa, FL",Final Tested - Pending FG,,,,2026-07-06T15:57:19.000+0000
a06Ro00000fRkqNIAS,534869,"Tampa, FL",,FG | TPA | 105 | E4,2026-06-19,,2026-08-04T15:16:25.000+0000
a06Ro00000fTHnRIAW,535010,"Tampa, FL",Final Tested - Pending FG,,,,2026-07-06T15:57:19.000+0000
a06Ro00000fWRn3IAG,535152,"Tampa, FL",,,,,2026-07-06T15:57:25.000+0000
a06Ro00000fnXUfIAM,536281,"Tampa, FL",Final Tested - Pending FG,,,,2026-07-06T15:57:21.000+0000
a06Ro00000fnb3dIAA,536292,"Tampa, FL",Final Tested - Pending FG,FG | TPA | 120 | J3,2026-07-15,,2026-07-15T14:54:59.000+0000
a06Ro00000g74EnIAI,537726,Shipping,,Shipping,,,2026-07-30T14:45:54.000+0000
a06Ro00000gHRDNIA4,538375,"Tampa, FL",,TPA | TRIP,2026-07-14,,2026-08-17T18:59:41.000+0000
a06Ro00000gZrNwIAK,539516,"Tampa, FL",,FG | TPA | 110 | J3,2026-07-15,,2026-07-15T14:54:59.000+0000
a06Ro00000gaN9CIAU,539494,"Tampa, FL",,,,,2026-06-30T16:13:51.000+0000
a06Ro00000gaNAnIAM,539452,"Tampa, FL",SHIPPING,FG | TPA | 130 | K5,2026-07-15,,2026-07-15T14:54:59.000+0000
a06Ro00000gaZn3IAE,539504,"Tampa, FL",,,,,2026-06-30T16:13:56.000+0000
