Id,Name,Location__c,Sub_Location__c,Current_Location__c,Inventory_Count_Date__c,Stock_Checked__c,LastModifiedDate
a064O00001UTtEnQAL,110263,"Tampa, FL","Tampa, FL",TPA | FG | 130 | B5,2026-04-10,,2026-06-19T15:03:46.000+0000
a064O00001UU40NQAT,111700,"Tampa, FL","Tampa, FL",TPA | FG | 110 | E2,2026-04-10,,2026-06-19T15:04:22.000+0000
a064O00001UU5NhQAL,112078,"Tampa, FL","Tampa, FL",TPA | FG | 110 | G2,2026-04-10,,2026-06-19T15:04:31.000+0000
a064O00001UUKXNQA5,114475,"Tampa, FL","Tampa, FL",TPA | FG | 135 | A4,2026-04-10,,2026-06-19T15:05:28.000+0000
a064O00001UUNKlQAP,114977,"Tampa, FL","Tampa, FL",TPA | FG | 135 | J2,2026-04-10,,2026-06-19T15:05:39.000+0000
a064O00001UUON1QAP,115179,"Tampa, FL","Tampa, FL",TPA | FG | 125 | E2,2026-04-10,,2026-06-19T15:05:44.000+0000
a064O00001UUSfnQAH,115827,"Tampa, FL","Tampa, FL",TPA | FG | 105 | J1,2026-04-10,,2026-06-19T15:06:00.000+0000
a064O00001UUfmnQAD,118075,"Tampa, FL","Tampa, FL",TPA | FG | 120 | C1,2026-04-10,,2026-06-19T15:06:51.000+0000
a064O00001UUfnGQAT,118072,"Tampa, FL","Tampa, FL",TPA | FG | 115 | A3,2026-04-10,,2026-06-19T15:06:52.000+0000
a064O00001UUgnbQAD,118247,"Tampa, FL","Tampa, FL",TPA | FG | 125 | K2,2026-04-10,,2026-06-19T15:06:56.000+0000
a064O00001UUhnWQAT,118428,"Tampa, FL","Tampa, FL",TPA | NC | 215 | D3,2026-08-05,,2026-08-07T14:05:12.000+0000
a064O00001UbNIEQA3,108239,"Tampa, FL","Tampa, FL",TPA | FG | 125 | B4,2026-04-10,,2026-06-19T15:14:11.000+0000
a064O00001UbNQIQA3,108325,"Tampa, FL","Tampa, FL",TPA | FG | 135 | C4,2026-04-10,,2026-06-19T15:14:13.000+0000
a064O00001UbNQcQAN,108328,"Tampa, FL","Tampa, FL",TPA | FG | 105 | F4,2026-04-10,,2026-06-19T15:14:13.000+0000
a064O00001UbTN0QAN,108980,"Tampa, FL","Tampa, FL",TPA | FG | 110 | K5,2026-04-10,,2026-06-19T15:14:28.000+0000
a064O00001Ul4NsQAJ,120052,"Tampa, FL","Tampa, FL",TPA | FG | 110 | E2,2026-04-10,,2026-06-19T15:16:25.000+0000
a064O00001UlDNCQA3,121443,"Tampa, FL","Tampa, FL",TPA | FG | 115 | F5,2026-04-10,,2026-06-19T15:16:57.000+0000
a064O00001UlEN3QAN,121573,"Tampa, FL","Tampa, FL",TPA | FG | 110 | J2,2026-04-10,,2026-06-19T15:17:01.000+0000
a064O00001UlNiKQAV,122799,"Tampa, FL","Tampa, FL",TPA | FG | 120 | C5,2026-04-10,,2026-06-19T15:17:30.000+0000
a064O00001UlQnvQAF,123268,"Tampa, FL","Tampa, FL",TPA | FG | 110 | G3,2026-04-10,,2026-06-19T15:17:41.000+0000
a064O00001UlnlOQAR,126655,"Tampa, FL","Tampa, FL",TPA | FG | 130 | C4,2026-04-10,,2026-06-19T15:18:59.000+0000
a064O00001UlnthQAB,126699,"Tampa, FL","Tampa, FL",TPA | FG | 135 | G2,2026-04-10,,2026-06-19T15:19:00.000+0000
a064O00001WfknuQAB,131200,"Tampa, FL","Tampa, FL",TPA | FG | 100 | E2,2026-04-10,,2026-06-19T15:20:55.000+0000
a064O00001WfknzQAB,131201,"Tampa, FL","Tampa, FL",TPA | FG | 100 | E2,2026-04-10,,2026-06-19T15:20:55.000+0000
a065b00000bmn4UAAQ,141536,"Tampa, FL","Tampa, FL",TPA | FG | 105 | C1,2026-04-10,,2026-06-19T15:25:09.000+0000
a065b00000bmxONAAY,142084,"Tampa, FL","Tampa, FL",TPA | FG | 105 | C1,2026-04-10,,2026-06-19T15:25:21.000+0000
a065b00000bn4QKAAY,142404,"Tampa, FL","Tampa, FL",TPA | FG | 110 | H4,2026-04-10,,2026-06-19T15:25:28.000+0000
a065b00000bnBhIAAU,142758,"Tampa, FL","Tampa, FL",TPA | FG | 130 | A2,2026-04-10,,2026-06-19T15:25:37.000+0000
a065b00000bnCFHAA2,142806,"Tampa, FL","Tampa, FL",TPA | FG | 135 | K2,2026-04-10,,2026-06-19T15:25:38.000+0000
a065b00000bnCaFAAU,142856,"Tampa, FL","Tampa, FL",TPA | FG | 100 | F2,2026-04-10,,2026-06-19T15:25:39.000+0000
a065b00000bnFLlAAM,143096,"Tampa, FL","Tampa, FL",TPA | FG | 130 | G3,2026-04-10,,2026-06-19T15:25:45.000+0000
a065b00000bnGuvAAE,143159,"Tampa, FL","Tampa, FL",TPA | FG | 135 | E4,2026-04-10,,2026-06-19T15:25:46.000+0000
a065b00000bnHAyAAM,143204,"Tampa, FL","Tampa, FL",TPA | FG | 120 | C4,2026-04-10,,2026-06-19T15:25:47.000+0000
a065b00000bnHiqAAE,143273,"Tampa, FL","Tampa, FL",TPA | FG | 135 | B1,2026-04-10,,2026-06-19T15:25:48.000+0000
a065b00000bnHkIAAU,143276,"Tampa, FL","Tampa, FL",TPA | FG | 100 | F3,2026-04-10,,2026-06-19T15:25:50.000+0000
a065b00000bnIoyAAE,143338,"Tampa, FL","Tampa, FL",TPA | FG | 110 | B2,2026-04-10,,2026-06-19T15:25:51.000+0000
a065b00000bnIpBAAU,143339,"Tampa, FL","Tampa, FL",TPA | FG | 110 | A4,2026-04-10,,2026-06-19T15:25:51.000+0000
a065b00000bnMo2AAE,143561,Tampa,WIP01/SYSTEMS,,2025-12-10,,2026-06-19T15:25:56.000+0000
a065b00000bnMxSAAU,143568,"Tampa, FL","Tampa, FL",TPA | FG | 100 | J2,2026-04-10,,2026-06-19T15:25:56.000+0000
a065b00000bnN1oAAE,143577,"Tampa, FL","Tampa, FL",TPA | FG | 100 | H2,2026-04-10,,2026-06-19T15:25:57.000+0000
a065b00000bnN57AAE,143585,"Tampa, FL","Tampa, FL",TPA | FG | 115 | A2,2026-04-10,,2026-06-19T15:25:57.000+0000
a065b00000bnNETAA2,143621,"Tampa, FL","Tampa, FL",TPA | FG | 115 | B1,2026-04-10,,2026-06-19T15:25:57.000+0000
a065b00000bnRGaAAM,143879,"Tampa, FL","Tampa, FL",TPA | FG | 135 | F3,2026-04-10,,2026-06-19T15:26:04.000+0000
a065b00000bnTx3AAE,144021,"Tampa, FL","Tampa, FL",TPA | FG | 125 | B1,2026-04-10,,2026-06-19T15:26:06.000+0000
a065b00000bnU2mAAE,144031,"Tampa, FL","Tampa, FL",TPA | FG | 115 | B2,2026-04-10,,2026-06-19T15:26:08.000+0000
a065b00000bnU90AAE,144062,"Tampa, FL","Tampa, FL",TPA | FG | 100 | G3,2026-04-10,,2026-06-19T15:26:08.000+0000
a065b00000bnVzpAAE,144142,"Tampa, FL","Tampa, FL",TPA | FG | 100 | H2,2026-04-10,,2026-06-19T15:26:10.000+0000
a065b00000bnWkrAAE,144180,"Tampa, FL","Tampa, FL",TPA | FG | 115 | B3,2026-04-10,,2026-06-19T15:26:11.000+0000
a065b00000bnYxOAAU,144325,"Tampa, FL","Tampa, FL",TPA | FG | 105 | H2,2026-04-10,,2026-06-19T15:26:14.000+0000
a065b00000bnaAoAAI,144438,"Tampa, FL","Tampa, FL",TPA | FG | 120 | C3,2026-04-10,,2026-06-19T15:26:17.000+0000
a065b00000bnaIKAAY,144451,"Tampa, FL","Tampa, FL",TPA | FG | 130 | H2,2026-04-10,,2026-06-19T15:26:17.000+0000
a065b00000bncBTAAY,144602,"Tampa, FL","Tampa, FL",TPA | FG | 105 | F1,2026-04-10,,2026-06-19T15:26:21.000+0000
a065b00000bncI2AAI,144614,"Tampa, FL","Tampa, FL",TPA | FG | 130 | C4,2026-04-10,,2026-06-19T15:26:21.000+0000
a065b00000bncIMAAY,144615,"Tampa, FL","Tampa, FL",TPA | FG | 130 | C4,2026-04-10,,2026-06-19T15:26:21.000+0000
a065b00000bncdRAAQ,144642,"Tampa, FL","Tampa, FL",TPA | FG | 135 | B3,2026-04-10,,2026-06-19T15:26:22.000+0000
a065b00000bnchRAAQ,144651,"Tampa, FL","Tampa, FL",TPA | FG | 105 | H2,2026-04-10,,2026-06-19T15:26:22.000+0000
a065b00000bncvuAAA,144674,"Tampa, FL","Tampa, FL",TPA | FG | 120 | B2,2026-04-10,,2026-06-19T15:26:22.000+0000
a065b00000bnfLnAAI,144765,"Tampa, FL","Tampa, FL",TPA | FG | 110 | F3,2026-04-10,,2026-06-19T15:26:25.000+0000
a065b00000bnglWAAQ,144930,"Tampa, FL","Tampa, FL",TPA | FG | 125 | E5,2026-04-10,,2026-06-19T15:26:29.000+0000
a065b00000bnjDwAAI,145102,"Tampa, FL","Tampa, FL",TPA | FG | 125 | E5,2026-04-10,,2026-06-19T15:26:33.000+0000
a065b00000bnjZRAAY,145168,"Tampa, FL","Tampa, FL",TPA | FG | 125 | E5,2026-04-10,,2026-06-19T15:26:34.000+0000
a065b00000bnjbdAAA,145176,"Tampa, FL","Tampa, FL",TPA | FG | 110A1,2026-04-10,,2026-06-19T15:26:36.000+0000
a065b00000bnjdPAAQ,145182,"Tampa, FL","Tampa, FL",TPA | FG | 115 | K2,2026-04-10,,2026-06-19T15:26:36.000+0000
a065b00000bnlHPAAY,145289,"Tampa, FL","Tampa, FL",TPA | FG | 125 | B2,2026-04-10,,2026-06-19T15:26:38.000+0000
a065b00000bnlM0AAI,145300,"Tampa, FL","Tampa, FL",TPA | FG | 100 | F2,2026-04-10,,2026-06-19T15:26:38.000+0000
a065b00000bnlN3AAI,145304,"Tampa, FL","Tampa, FL",TPA | FG | 110 | E3,2026-04-10,,2026-06-19T15:26:38.000+0000
a065b00000bnmGdAAI,145390,"Tampa, FL","Tampa, FL",TPA | FG | 110J1,2026-04-10,,2026-06-19T15:26:41.000+0000
a065b00000bnmIUAAY,145391,"Tampa, FL","Tampa, FL",TPA | FG | 115H1,2026-04-10,,2026-06-19T15:26:41.000+0000
a065b00000bnmJYAAY,145393,"Tampa, FL","Tampa, FL",TPA | FG | 110J1,2026-04-10,,2026-06-19T15:26:41.000+0000
a065b00000bnmmjAAA,145424,"Tampa, FL","Tampa, FL",TPA | FG | 110/E4,2026-04-10,,2026-06-19T15:26:41.000+0000
a065b00000bnmnDAAQ,145427,"Tampa, FL","Tampa, FL",TPA | FG | 110K3,2026-04-10,,2026-06-19T15:26:42.000+0000
a065b00000bno0vAAA,145478,Tampa,RENTAL,,2025-12-11,,2026-07-08T14:22:18.000+0000
a065b00000bnoILAAY,145487,"Tampa, FL","Tampa, FL",TPA | FG | 125 | A5,2026-04-10,,2026-06-19T15:26:43.000+0000
a065b00000bnoJ4AAI,145488,"Tampa, FL","Tampa, FL",TPA | FG | 105 | K3,2026-04-10,,2026-06-19T15:26:43.000+0000
a065b00000bnoKCAAY,145491,"Tampa, FL","Tampa, FL",TPA | FG | 105 | E2,2026-04-10,,2026-06-19T15:26:43.000+0000
a065b00000bnoKlAAI,145493,"Tampa, FL","Tampa, FL",TPA | FG | 105 | E2,2026-04-10,,2026-06-19T15:26:43.000+0000
a065b00000bnp4MAAQ,145580,"Tampa, FL","Tampa, FL",TPA | FG | 130 | G1,2026-04-10,,2026-06-19T15:26:45.000+0000
a065b00000bnpJoAAI,145620,"Tampa, FL","Tampa, FL",TPA | FG | 125 | J2,2026-04-10,,2026-06-19T15:26:45.000+0000
a065b00000bnpK2AAI,145615,"Tampa, FL","Tampa, FL",TPA | FG | 125 | A5,2026-04-10,,2026-06-19T15:26:45.000+0000
a065b00000bnpULAAY,145633,"Tampa, FL","Tampa, FL",TPA | FG | 100 | H2,2026-04-10,,2026-06-19T15:26:46.000+0000
a065b00000bnr1kAAA,145698,"Tampa, FL","Tampa, FL",TPA | FG | 110K3,2026-04-10,,2026-06-19T15:26:48.000+0000
a065b00000bnrUsAAI,145751,"Tampa, FL","Tampa, FL",TPA | FG | 125 | B4,2026-04-10,,2026-06-19T15:26:49.000+0000
a065b00000bnrl3AAA,145768,"Tampa, FL","Tampa, FL",TPA | FG | 135 | H2,2026-04-10,,2026-06-19T15:26:49.000+0000
a065b00000bnynvAAA,146101,"Tampa, FL","Tampa, FL",TPA | FG | 110 | J5,2026-04-10,,2026-07-08T14:22:17.000+0000
a065b00000cnAKaAAM,151777,"Tampa, FL","Tampa, FL",TPA | FG | 130 | G4,2026-04-10,,2026-06-19T15:29:15.000+0000
a065b00000cnBKrAAM,151809,"Tampa, FL","Tampa, FL",TPA | FG | 125 | J4,2026-04-10,,2026-06-19T15:29:15.000+0000
a065b00000cnHACAA2,151995,"Tampa, FL","Tampa, FL",TPA | FG | 115 | B3,2026-04-10,,2026-06-19T15:29:19.000+0000
a065b00000cnJ4SAAU,152053,"Tampa, FL","Tampa, FL",TPA | FG | 120 | G2,2026-04-10,,2026-06-19T15:29:20.000+0000
a065b00000cnJA6AAM,152058,Tampa,SOLD PENDING SHIPMENT,Inter-Company / Material Transfer,2025-12-10,,2026-06-19T15:29:20.000+0000
a065b00000cnLyaAAE,152206,Tampa,,On Rental,2024-12-26,,2026-07-08T14:21:19.000+0000
a065b00000cnMRqAAM,152245,Tampa,WIP01/SYSTEMS,,2025-12-10,,2026-06-19T15:29:25.000+0000
a065b00000cnN7FAAU,152282,"Tampa, FL","Tampa, FL",TPA | FG | 100 | E2,2026-04-10,,2026-06-19T15:29:26.000+0000
a065b00000cnO7pAAE,152343,"Tampa, FL","Tampa, FL",TPA | FG | 125 | C1,2026-04-10,,2026-06-19T15:29:28.000+0000
a065b00000cne5cAAA,153158,Tampa,RENTAL,,2025-12-11,,2026-07-08T14:19:18.000+0000
a065b00000cnkGxAAI,153357,"Tampa, FL","Tampa, FL",TPA | FG | 110 | H5,2026-04-10,,2026-06-19T15:29:51.000+0000
a065b00000cnq6JAAQ,153532,"Tampa, FL",RENTAL,On Rental,2025-12-11,,2026-07-02T17:59:21.000+0000
a065b00000cnuTLAAY,153768,"Tampa, FL","Tampa, FL",TPA | FG | 110 | G2,2026-04-10,,2026-06-19T15:30:00.000+0000
a065b00000cnuagAAA,153773,"Tampa, FL","Tampa, FL",TPA | FG | 110 | C4,2026-04-10,,2026-06-19T15:30:00.000+0000
a065b00000cnwx7AAA,153817,"Tampa, FL","Tampa, FL",TPA | FG | 125 | B3,2026-04-10,,2026-06-19T15:30:01.000+0000
a065b00000cnx01AAA,153819,"Tampa, FL","Tampa, FL",TPA | FG | 125 | E4,2026-04-10,,2026-06-19T15:30:01.000+0000
a065b00000cpdLnAAI,168581,"Tampa, FL","Tampa, FL",TPA | FG | 125 | G4,2026-04-10,,2026-06-19T15:34:50.000+0000
a065b00000cprNNAAY,171497,"Tampa, FL","Tampa, FL",TPA | FG | 120 | C5,2026-04-10,,2026-06-19T15:35:57.000+0000
a065b00000dUN7gAAG,198919,"Tampa, FL","Tampa, FL",TPA | FG | 130 | E2,2026-04-10,,2026-06-19T15:37:16.000+0000
a065b00000dVDNLAA4,204289,"Tampa, FL","Tampa, FL",TPA | FG | 105 | F2,2026-04-10,,2026-06-19T15:39:23.000+0000
a065b00000dzNO1AAM,173261,"Tampa, FL","Tampa, FL",TPA | FG | 125 | H2,2026-04-10,,2026-06-19T15:40:23.000+0000
a065b00000gADnCAAW,222758,Tampa,RENTAL,On Rental,2025-12-11,,2026-06-19T15:54:07.000+0000
a065b00000gAajnAAC,228372,"Tampa, FL","Tampa, FL",TPA | FG | 130 | J1,2026-04-10,,2026-06-19T15:56:32.000+0000
a065b00000gAakNAAS,228388,"Tampa, FL","Tampa, FL",TPA | FG | 135 | A3,2026-04-10,,2026-07-21T16:09:32.000+0000
a065b00000gQnmoAAC,209535,"Tampa, FL","Tampa, FL",TPA | FG | 110 | K4,2026-04-10,,2026-06-19T15:59:30.000+0000
a065b00000gQrnbAAC,209738,"Tampa, FL","Tampa, FL",TPA | FG | 110 | K5,2026-04-10,,2026-06-19T15:59:35.000+0000
a065b00000gRNt1AAG,214048,"Tampa, FL","Tampa, FL",TPA | FG | 115 | F1,2026-04-10,,2026-06-19T16:01:33.000+0000
a065b00000gRdjnAAC,215392,"Tampa, FL","Tampa, FL",TPA | FG | 100 | G4,2026-04-10,,2026-08-06T21:44:07.000+0000
a065b00000gSNj4AAG,235859,"Tampa, FL","Tampa, FL",TPA | FG | 105 | C1,2026-04-10,,2026-07-30T16:40:56.000+0000
a065b00000gSNlKAAW,235878,"Tampa, FL",RENTAL,On Rental,2024-12-02,,2026-08-14T20:49:28.000+0000
a065b00000gSNqmAAG,235906,"Tampa, FL","Tampa, FL",TPA | FG | 120 | E3,2026-04-10,,2026-06-19T16:03:58.000+0000
a065b00000jzr9NAAQ,247998,"Tampa, FL","Tampa, FL",TPA | FG | 105 | F1,2026-04-10,,2026-06-19T16:09:02.000+0000
a065b00000k0RNYAA2,256639,"Tampa, FL","Tampa, FL",TPA | FG | 110J3,2026-04-10,,2026-06-19T16:12:36.000+0000
a06Ro000004nIXmIAM,261930,"Tampa, FL","Tampa, FL",TPA | FG | 115 | C2,2026-04-10,,2026-06-19T16:14:47.000+0000
a06Ro000005NXI9IAO,264237,"Tampa, FL","Tampa, FL",TPA | WIP | 200,2025-12-11,,2026-06-19T16:15:48.000+0000
a06Ro000005Nb0pIAC,264249,"Tampa, FL","Tampa, FL",TPA | FG | 125 | C2,2026-04-10,,2026-06-19T16:15:48.000+0000
a06Ro000006HN81IAG,268123,"Tampa, FL","Tampa, FL",TPA | FG | 125 | B5,2026-04-10,,2026-06-19T16:17:24.000+0000
a06Ro000006Rj0nIAC,269145,Tampa,Trophon Depot Repair,Shipping,,,2026-06-19T16:17:48.000+0000
a06Ro000007SvnMIAS,275908,"Tampa, FL","Tampa, FL",TPA | FG | 125 | A2,2026-04-10,,2026-06-19T16:20:31.000+0000
a06Ro000009s2cNIAQ,296977,Tampa,WIP01/SYSTEMS,,2024-12-02,,2026-06-19T16:27:20.000+0000
a06Ro00000A9uLNIAZ,304779,"Tampa, FL","Tampa, FL",TPA | FG | 100 | J3,2026-04-10,,2026-06-19T16:29:45.000+0000
a06Ro00000ADNfNIAX,305235,"Tampa, FL","Tampa, FL",TPA | FG | 110 | C2,2026-04-10,,2026-06-19T16:29:55.000+0000
a06Ro00000BOCzNIAX,312318,"Tampa, FL","Tampa, FL",TPA | NC | 205 | C1,2026-08-05,,2026-08-07T14:05:09.000+0000
a06Ro00000BeFmnIAF,313633,"Tampa, FL","Tampa, FL",TPA | FG | 130 | J3,2026-04-10,,2026-06-19T16:33:23.000+0000
a06Ro00000BiN2bIAF,314062,Tampa,FG01/SYSTEMS,,2025-12-10,,2026-06-19T16:33:33.000+0000
a06Ro00000Btno9IAB,322185,"Tampa, FL","Tampa, FL",TPA | FG | 115 | C2,2026-04-10,,2026-06-19T16:35:59.000+0000
a06Ro00000CjFNNIA3,357256,"Tampa, FL","Tampa, FL",TPA | FG | 135 | J1,2026-04-10,,2026-06-19T17:13:26.000+0000
a06Ro00000DbR3NIAV,363471,"Tampa, FL",Final Tested - Pending FG,Customer Loan / Demo,2026-04-15,,2026-06-19T17:16:04.000+0000
a06Ro00000Dwn7UIAR,365651,"Tampa, FL","Tampa, FL",TPA | NC | 215 | A2,2026-08-05,,2026-08-07T14:05:15.000+0000
a06Ro00000ENcvoIAD,368663,"Tampa, FL","Tampa, FL",TPA | FG | 110 | J4,2026-04-10,,2026-06-19T17:19:47.000+0000
a06Ro00000FqpnOIAR,379014,"Tampa, FL","Tampa, FL",TPA | FG | 115 | C1,2026-05-14,,2026-06-19T17:24:04.000+0000
a06Ro00000G6nPpIAJ,380541,"Tampa, FL","Tampa, FL",TPA | FG | 105 | E1,2026-04-10,,2026-06-19T17:24:41.000+0000
a06Ro00000G6nT3IAJ,380542,"Tampa, FL","Tampa, FL",TPA | FG | 105 | E1,2026-04-10,,2026-06-19T17:24:41.000+0000
a06Ro00000G6nWHIAZ,380543,"Tampa, FL","Tampa, FL",TPA | FG | 105 | E1,2026-04-10,,2026-06-19T17:24:41.000+0000
a06Ro00000GCN1XIAX,381413,Tampa,WIP/GCHADWICK,,2025-12-10,,2026-06-19T17:25:00.000+0000
a06Ro00000GJNFqIAP,382080,"Tampa, FL","Tampa, FL",TPA | FG | 110 | C2,2026-04-10,,2026-06-19T17:25:18.000+0000
a06Ro00000GVNtZIAX,383387,"Tampa, FL","Tampa, FL",TPA | FG | 135 | C2,2026-04-10,,2026-06-19T17:25:52.000+0000
a06Ro00000HKnxIIAT,389136,"Tampa, FL","Tampa, FL",TPA | NC | 205 | B3,2026-08-05,,2026-08-07T14:05:12.000+0000
a06Ro00000HOTdNIAX,389461,Tampa,COIL/A1,FG | TPA | 115 | D1,2026-07-22,,2026-07-22T13:38:28.000+0000
a06Ro00000I7LN8IAN,394755,"Tampa, FL","Tampa, FL",TPA | FG | 130 | B4,2026-04-10,,2026-07-27T19:34:32.000+0000
a06Ro00000J4nGxIAJ,400162,"Tampa, FL","Tampa, FL",TPA | FG | 110 | G4,2026-04-10,,2026-06-19T17:32:45.000+0000
a06Ro00000J5BntIAF,400244,"Tampa, FL","Tampa, FL",TPA | FG | 115 | J1,2026-04-10,,2026-06-19T17:32:49.000+0000
a06Ro00000JPcNLIA1,402239,"Tampa, FL","Tampa, FL",TPA | FG | 135 | C4,2026-04-10,2025-02-24,2026-06-19T17:33:38.000+0000
