"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32"
"0PS0B000000icISWAY","SalesConsoleUser","Salesforce Console User","Enable Salesforce Console User","false","","","false","Standard","force","false","","","","","","1","","Sales Console","0","0","0","0","0","0","0","0","0","0","2016-05-07 20:10:06 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PS0B000000icISWAY"
"0PS0B0000009LJ5WAM","Sales_Edge","Salesforce Engage","This Permission Set grants users access to Salesforce Engage components","false","","","true","Regular","pi","false","","","","","","0","","","2","2","2","2","2","0","0","18","197","4","2016-09-14 19:31:20 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS0B0000009LJ5WAM"
"0PSRo0000008PHeOAM","SalesforceMeetings","Salesforce Meetings","Grants access to use Salesforce Meetings","false","","","false","Standard","force","false","","","","","","2","","Salesforce Meetings User Perm; Video Conference Zoom User","0","0","0","0","0","0","0","0","0","0","2025-08-01 04:08:22 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000008PHeOAM"
"0PSRo0000008PHdOAM","SalesMeetingsIncluded","Salesforce Meetings Included","Grants access to use Salesforce Meetings.","false","","","false","Standard","force","false","","","","","","4","","Salesforce Meetings User Perm; Video Conference Meet User; Video Conference Teams User; Video Conference Zoom User","0","0","0","0","0","0","0","0","0","0","2025-08-01 04:08:22 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000008PHdOAM"
"0PSRo0000008PHfOAM","ScaleCenterStandardPS","Scale Center Standard Permission Set","Gives the user access to the Scale Center standard features.","false","","","false","Standard","force","false","","","","","","2","","Org Performance Access; Performance Analysis Access","0","0","0","0","0","0","0","0","0","0","2025-08-01 04:08:22 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000008PHfOAM"
"0PSRo0000008PFlOAM","ScaleCenterUsers","ScaleCenterUsers","","false","","","true","Group","force","false","","","","","","2","","Org Performance Access; Performance Analysis Access","0","0","0","0","0","0","0","0","0","0","2025-08-01 04:08:24 UTC","2025-08-01 04:08:34 UTC","https://probomedical.my.salesforce.com/0PSRo0000008PFlOAM"
"0PS5b000000Dk3ZGAS","Scan_to_Salesforce","Scan to Salesforce","Grant permissions to edit SSCard, and show the tab. / SSCardへの書き込み権限を付与して、タブを表示をします。","false","","","true","Regular","sansancard","false","","","","","","0","","","2","2","2","2","2","2","2","23","5","1","2023-01-11 22:02:39 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000Dk3ZGAS"
"0PS5b000000Dk3aGAC","Scan_to_Salesforce_Admin","Scan to Salesforce Admin","Grant Scan to Salesforce admin permission","false","","","true","Regular","sansancard","false","","","","","","0","","","2","2","2","2","2","2","2","23","5","1","2023-01-11 22:02:40 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000Dk3aGAC"
"0PS5b000001V2HvGAK","SeasIndexingPermSet","SeaS Indexing C2C User Perm","Allows the user to access entities indexed by SeaS indexing pipeline.","false","","","false","Session","force","true","","","","","","6","","Apex Rest Services; Api Enabled; Api User Only; Can Access CE; Chatter Internal User; Password Never Expires","115","115","86","91","90","105","89","0","0","0","2018-06-18 05:10:21 UTC","2026-08-15 06:02:55 UTC","https://probomedical.my.salesforce.com/0PS5b000001V2HvGAK"
"0PSRo0000004W4cOAE","SalesCloudMobileUser","Seller-Focused Sales Mobile Experience","Use an experience that’s tailored for sellers on mobile. Easily view and update key information, contact with a swipe, and keep deals on track.","false","","","false","Standard","force","false","","","","","","1","","Enhanced Sales Mobile Exp","0","0","0","0","0","0","0","0","0","0","2014-05-16 18:55:04 UTC","2026-08-15 06:02:55 UTC","https://probomedical.my.salesforce.com/0PSRo0000004W4cOAE"
"0PS5b000000Dp2gGAC","Send_Email_Through_External_Systems","Send Email Through External Systems","","false","","","true","Regular","","false","","","","","","1","","Send External Email Available","0","0","0","0","0","0","0","0","0","0","2023-07-25 15:37:49 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000Dp2gGAC"
"0PSRo0000002vQROAY","ServiceCatalogAgent","Service Catalog Agent","Access Service Catalog and run catalog items for contacts and users.","false","","","false","Standard","force","false","","","","","","3","","Run Catalog Items On Behalf Of; Run Flow; Use Svc Catalog","2","2","2","0","0","0","0","0","0","0","2023-12-30 00:24:21 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000002vQROAY"
"0PS5b000001QEYLGA4","ServiceCatalogBuilder","Service Catalog Builder","Manage Service Catalog and update all Service Catalog requests.","false","","","false","Standard","force","false","","","","","","7","","Manage Interaction; Manage Orch Insts And Work Items; Manage Svc Catalog; Run Flow; Use Svc Catalog; View Roles; View Setup","2","2","2","2","2","2","2","0","0","0","2023-12-30 00:24:21 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PS5b000001QEYLGA4"
"0PS5b000001QEYMGA4","ServiceCatalogUser","Service Catalog User","Gives access to Service Catalog.","false","","","false","Standard","force","false","","","","","","2","","Run Flow; Use Svc Catalog","2","2","2","0","0","0","0","0","0","0","2023-12-30 00:24:21 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PS5b000001QEYMGA4"
"0PSRo0000002WLaOAM","ServiceUserPsl","Service Cloud User","Denotes that the user is a Service Cloud user.","false","","","false","Standard","force","false","","","","","","2","","Campaign Influence2; Pardot User","2","2","2","2","2","1","1","0","0","0","2024-05-15 04:04:40 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000002WLaOAM"
"0PS4O000000vMrYWAU","Service_Contract_Start_and_End_Date_Only","Service Contract - Start and End Date Only","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","0","0","0","2","0","0","2021-06-02 17:12:59 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000vMrYWAU"
"0PS4O000000WtWmWAK","Service_Contract_Management","Service Contract Management","This permission set gives users the ability to manipulate the service objects such as service contracts, cases, entitlements, work orders, contract line items, and contract coverages.","false","","","true","Regular","","false","","","","","","0","","","7","7","6","6","6","3","2","178","0","4","2019-09-25 00:40:02 UTC","2026-06-04 14:05:43 UTC","https://probomedical.my.salesforce.com/0PS4O000000WtWmWAK"
"0PSRo000000E2RlOAK","Service_Territory_Member_Create_and_Edit_Access","Service Territory Member - Create and Edit Access","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","5","0","0","2026-05-07 09:28:09 UTC","2026-06-26 10:38:40 UTC","https://probomedical.my.salesforce.com/0PSRo000000E2RlOAK"
"0PSRo000000Bbc9OAC","Set_Audit_Fields_Upon_Record_Creation","Set Audit Fields Upon Record Creation","","false","","","true","Regular","","false","","","","","","1","","Create Audit Fields","0","0","0","0","0","0","0","0","0","0","2026-02-12 18:32:48 UTC","2026-02-12 18:33:23 UTC","https://probomedical.my.salesforce.com/0PSRo000000Bbc9OAC"
"0PSRo0000006uduOAA","ShipAndDebitManagementReadOnlyPsl","Ship and Debit Read-Only Access","Gives users read-only access to Ship and Debit features.","false","","","false","Standard","force","false","","","","","","0","","","4","4","0","0","0","0","0","0","0","0","2025-04-12 13:14:49 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000006uduOAA"
"0PS5b000000HiEaGAK","Ship_to_Account_Opp","Ship to Account Opp","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2021-12-06 19:37:19 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000HiEaGAK"
"0PSRo000000CgczOAC","Shipment_Information_Fields_Permission_Set","Shipment Information Fields Permission Set","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","9","0","0","2026-03-25 13:20:29 UTC","2026-06-01 13:43:02 UTC","https://probomedical.my.salesforce.com/0PSRo000000CgczOAC"
"0PS5b000000HiSwGAK","Shipping_Account_Number_Opps","Shipping Account Number - Opps","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2021-12-21 20:46:19 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000HiSwGAK"
"0PS4O0000009WeiWAE","Shipping_Cost","Shipping Cost","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2021-01-04 14:58:21 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009WeiWAE"
"0PS5b000000HiFEGA0","Shipping_Team","Shipping Team","Loaners, Shipments, Work Orders","false","","","true","Regular","","false","","","","","","0","","","4","4","3","4","1","4","1","274","3","2","2021-12-07 15:19:30 UTC","2026-06-02 21:44:35 UTC","https://probomedical.my.salesforce.com/0PS5b000000HiFEGA0"
"0PS0B000000b6NmWAI","Shipping_Receiving","Shipping/Receiving","Assets, Opps, RMAs","false","","","true","Regular","","false","","","","","","0","","","2","2","2","2","0","1","0","48","0","1","2018-04-23 19:30:24 UTC","2026-02-11 20:05:19 UTC","https://probomedical.my.salesforce.com/0PS0B000000b6NmWAI"
"0PS5b000000HkUXGA0","SlackServiceUser","Slack Service User","Lets users run the flows for swarming with Service Cloud for Slack.","false","","","false","Standard","force","false","","","","","","1","","Run Flow","0","0","0","0","0","0","0","0","0","0","2022-04-17 05:51:21 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PS5b000000HkUXGA0"
"0PSRo0000003K8fOAE","Sold","Sold","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2024-07-16 13:47:51 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000003K8fOAE"
"0PS4O000000vLGNWA2","Sourcing_Request","Sourcing Request","","false","","","true","Regular","","false","","","","","","0","","","2","2","1","1","1","1","1","11","1","1","2020-07-10 00:14:42 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000vLGNWA2"
"0PSRo000000DVvdOAG","StandardEinsteinActivityCapture2Psl","Standard Einstein Activity Capture","Access to Standard Einstein Activity Capture","false","","","false","Standard","force","false","","","","","","2","","Std Automatic Activity Capture; View Only Embedded App User","0","0","0","0","0","0","0","0","0","0","2026-04-19 03:32:01 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo000000DVvdOAG"
"0PS0B000000b6rNWAQ","StandardEinsteinActivityCapturePsl","Standard Einstein Activity Capture","Access to Standard Einstein Activity Capture","false","","","false","Standard","force","false","","","","","","2","","Std Automatic Activity Capture; View Only Embedded App User","0","0","0","0","0","0","0","0","0","0","2018-06-18 05:10:23 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PS0B000000b6rNWAQ"
"0PSRo000000BnJxOAK","StockRotationReadOnlyPsl","Stock Rotation Read-Only User","Allow read-only access to Stock Rotation.","false","","","false","Standard","force","false","","","","","","0","","","4","4","0","0","0","0","0","0","0","0","2026-02-21 05:14:57 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo000000BnJxOAK"
"0PS4O000000zpj9WAA","Switch_to_Lightning","Switch to Lightning","","false","","","true","Regular","","false","","","","","","2","","Lightning Console Allowed For User; Lightning Experience User","0","0","0","0","0","0","0","0","0","0","2020-10-01 17:23:50 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000zpj9WAA"
"0PSRo0000004umnOAA","System_Work_Order_Scrap_Asset","System Work Order - Scrap Asset","","false","","","true","Regular","","false","","","","","","0","","","2","2","1","2","1","2","0","14","1","2","2024-11-04 04:30:13 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000004umnOAA"
